Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
4,0.31,0.31,0.32,30000,2,3,linear_sync
4,0.64,0.64,0.65,30000,4,3,linear_sync
4,1.55,1.55,1.55,30000,6,3,linear_sync
4,2.34,2.29,2.63,30000,8,3,linear_sync
4,3.69,3.69,4.25,30000,10,3,linear_sync
4,4.43,4.43,4.89,30000,12,3,linear_sync
4,5.13,5.13,5.81,30000,14,3,linear_sync
4,6.23,6.03,6.23,30000,16,3,linear_sync
4,7.33,7.13,7.33,30000,18,3,linear_sync
4,8.62,8.25,8.62,30000,20,3,linear_sync
4,9.53,8.87,9.53,30000,22,3,linear_sync
4,10.23,9.65,10.23,30000,24,3,linear_sync
4,11.03,10.81,11.03,30000,26,3,linear_sync
4,12.01,11.07,12.01,30000,28,3,linear_sync
4,12.62,11.97,12.62,30000,30,3,linear_sync
4,13.41,12.90,13.41,30000,32,3,linear_sync
4,14.32,13.92,14.32,30000,34,3,linear_sync
4,15.50,14.94,15.62,30000,36,3,linear_sync
4,16.79,16.06,16.85,30000,38,3,linear_sync
4,17.48,17.41,17.67,30000,40,3,linear_sync
4,18.76,18.54,18.76,30000,42,3,linear_sync
4,19.33,19.29,20.81,30000,44,3,linear_sync
4,20.67,20.67,22.05,30000,46,3,linear_sync
4,22.00,21.30,22.00,30000,48,3,linear_sync
4,22.47,22.47,23.64,30000,50,3,linear_sync
4,23.90,23.60,24.65,30000,52,3,linear_sync
4,25.79,24.84,25.79,30000,54,3,linear_sync
4,26.84,26.42,26.95,30000,56,3,linear_sync
4,26.23,26.23,27.97,30000,58,3,linear_sync
4,28.87,28.18,29.19,30000,60,3,linear_sync
4,29.29,28.81,29.55,30000,62,3,linear_sync
4,30.49,29.33,30.49,30000,64,3,linear_sync
4,30.20,30.20,31.56,30000,66,3,linear_sync
4,31.98,31.96,32.85,30000,68,3,linear_sync
4,33.68,33.08,33.91,30000,70,3,linear_sync
4,35.67,34.04,35.67,30000,72,3,linear_sync
4,35.99,35.42,36.17,30000,74,3,linear_sync
4,37.87,36.71,37.87,30000,76,3,linear_sync
4,39.38,38.62,39.38,30000,78,3,linear_sync
4,40.50,39.56,40.50,30000,80,3,linear_sync
4,41.73,40.71,41.73,30000,82,3,linear_sync
4,42.86,42.06,42.86,30000,84,3,linear_sync
4,44.68,43.35,44.68,30000,86,3,linear_sync
4,45.93,44.85,45.93,30000,88,3,linear_sync
4,47.49,46.27,47.49,30000,90,3,linear_sync
4,50.90,48.91,50.90,30000,92,3,linear_sync
4,51.50,49.90,51.50,30000,94,3,linear_sync
4,52.63,51.01,52.63,30000,96,3,linear_sync
4,54.16,51.82,54.16,30000,98,3,linear_sync
4,54.89,53.34,54.89,30000,100,3,linear_sync
4,55.90,54.29,55.90,30000,102,3,linear_sync
4,56.95,55.75,56.95,30000,104,3,linear_sync
4,59.09,57.88,59.09,30000,106,3,linear_sync
4,61.57,59.28,61.57,30000,108,3,linear_sync
4,63.38,60.81,63.38,30000,110,3,linear_sync
4,63.12,61.28,63.12,30000,112,3,linear_sync
4,64.06,62.78,64.06,30000,114,3,linear_sync
4,67.12,65.24,67.12,30000,116,3,linear_sync
4,68.89,66.26,68.89,30000,118,3,linear_sync
4,70.65,67.53,70.65,30000,120,3,linear_sync
4,71.82,69.36,71.82,30000,122,3,linear_sync
4,75.82,71.34,75.82,30000,124,3,linear_sync
4,75.22,72.11,75.22,30000,126,3,linear_sync
